Name,Age,Department,Role,Years_of_Experience,Skillset,Project_Success_Rate,Mentor,Mentee
Lucas Jones,27,Customer Service,Customer Service Executive,1,"Conflict Resolution, Customer Relationship Management",0.87,,
James Lloyd,45,Operations,Operations Manager,11,"Project Management, Risk Management, Time Management, Process Improvement, Teamwork",0.76,,
Gail Smith,39,Customer Service,Customer Service Executive,3,"Conflict Resolution, Customer Relationship Management, Problem Solving",0.66,,
Robert Patel,26,Engineering,Junior Engineer,0,Systems Engineering,0.54,,
William Schwartz,34,Engineering,Engineer,3,"Java, Systems Engineering",0.62,,
Angela Miller,43,Operations,Operations Manager,10,"Teamwork, Process Improvement, Project Management, Time Management",0.53,,
Jessica Cross,33,Engineering,Engineer,3,"CAD Design, Machine Learning, Java",0.98,,
Derrick Cunningham,34,Operations,Operations Manager,7,"Risk Management, Time Management, Teamwork, Data Analysis",0.57,,
Brian Garcia,28,Customer Service,Customer Service Executive,1,"Problem Solving, Customer Relationship Management",0.76,,
Phyllis Ramos,33,Operations,Logistics Coordinator,4,"Project Management, Teamwork",0.56,,
Lauren Lopez,26,IT,IT Support,2,"Cybersecurity, Communication",0.65,,
Jimmy Huffman,26,Engineering,Junior Engineer,1,"Python, CAD Design",0.61,,
Jacob Long,38,Engineering,Engineer,4,"Machine Learning, Electrical Engineering",0.79,,
Garrett Hoover,29,IT,IT Support,1,"Cloud Computing, Python",0.67,,
Yolanda Andrade,32,Engineering,Senior Engineer,7,"Java, Systems Engineering, Data Analysis",0.84,,
Laura Williams,43,Engineering,Senior Engineer,6,"Electrical Engineering, Systems Engineering",0.98,,
Ebony Jimenez,39,Customer Service,Customer Service Executive,3,"Conflict Resolution, Customer Relationship Management, Communication",0.53,,
Ryan Mullins,41,Operations,Operations Manager,12,"Risk Management, Process Improvement, Data Analysis, Teamwork",0.77,,
Timothy Barnes,36,Engineering,Engineer,4,"Java, Data Analysis, CAD Design",0.99,,
Ashley Vega,55,Operations,Operations Manager,11,"Project Management, Teamwork, Risk Management, Process Improvement",0.93,,
Marcus Romero,35,Operations,Operations Manager,7,"Teamwork, Risk Management, Time Management",0.74,,
Thomas Green,36,Engineering,Engineer,3,"Data Analysis, CAD Design",0.93,,
Yolanda Carr,26,IT,IT Support,1,System Administration,0.96,,
Sarah Cunningham,48,Operations,Operations Manager,12,"Process Improvement, Data Analysis, Teamwork, Time Management",0.79,,
Benjamin Grimes,29,Customer Service,Customer Service Executive,1,Teamwork,0.56,,
Paul Faulkner,38,Logistics,Logistics Coordinator,4,"Data Analysis, Warehouse Management",0.85,,
Dr. Melinda Li,25,Logistics,Logistics Coordinator,2,"Data Analysis, Networking",0.78,,
Christopher Curry,39,Operations,Logistics Coordinator,3,"Time Management, Data Analysis, Teamwork",0.61,,
Gregory Castillo,26,IT,IT Support,0,Cybersecurity,0.88,,
Mark Morris,32,Customer Service,Customer Service Executive,3,"Problem Solving, Communication",0.6,,
Michael Morris,27,Customer Service,Customer Service Executive,1,"Customer Relationship Management, Teamwork",0.73,,
Alexander Lowery,32,Operations,Operations Manager,7,"Risk Management, Time Management, Data Analysis",0.84,,
Faith Sanchez,39,Logistics,Logistics Coordinator,3,"Warehouse Management, Networking, Communication",0.87,,
Robert Stanley,38,Engineering,Engineer,4,"Python, Machine Learning",0.92,,
Danielle Pacheco,29,IT,IT Support,0,System Administration,0.93,,
Jeanne Johnson,29,Operations,Logistics Coordinator,1,Data Analysis,0.88,,
Tammy Beard,49,Engineering,Senior Engineer,8,"Systems Engineering, Electrical Engineering, CAD Design, Python",0.76,,
Brenda Vargas,33,Operations,Operations Manager,7,"Risk Management, Time Management, Teamwork, Data Analysis",0.57,,
Jessica Smith,52,Operations,Operations Manager,14,"Data Analysis, Time Management, Process Improvement, Teamwork",0.65,,
Alyssa Smith,27,Logistics,Logistics Coordinator,1,"Networking, Data Analysis",0.54,,
Kelly Smith,26,Logistics,Logistics Coordinator,1,Communication,0.61,,
Terry Weiss,39,Operations,Logistics Coordinator,4,"Process Improvement, Time Management, Project Management",0.83,,
Shannon Tate,29,IT,IT Support,0,"System Administration, Networking",0.72,,
John Kelly,33,Operations,Operations Manager,7,"Teamwork, Risk Management, Data Analysis, Project Management",0.51,,
Michael Byrd,29,Operations,Logistics Coordinator,2,Teamwork,0.91,,
Scott Webb Jr.,34,Operations,Logistics Coordinator,4,"Data Analysis, Teamwork, Project Management",0.86,,
Christopher Kim,31,Operations,Logistics Coordinator,3,"Process Improvement, Time Management",0.6,,
George Murphy,27,Operations,Logistics Coordinator,2,"Data Analysis, Time Management",0.92,,
Lori Watson,26,Operations,Logistics Coordinator,1,"Process Improvement, Project Management",0.53,,
Steven Arnold,28,Logistics,Logistics Coordinator,1,Data Analysis,0.64,,
Zachary Munoz,26,Logistics,Logistics Coordinator,2,Data Analysis,0.93,,
Julia Hall,33,Operations,Logistics Coordinator,4,"Time Management, Teamwork",0.66,,
Jeffrey Nixon,26,Customer Service,Customer Service Executive,0,"Customer Relationship Management, Conflict Resolution",0.86,,
William Davis,55,Operations,Operations Manager,11,"Risk Management, Data Analysis, Time Management, Process Improvement, Teamwork",0.72,,
Jason Howard,52,Operations,Operations Manager,12,"Teamwork, Process Improvement, Project Management, Time Management",0.87,,
Jon Swanson,25,Engineering,Junior Engineer,2,Electrical Engineering,0.63,,
John Nguyen,35,Operations,Operations Manager,7,"Risk Management, Process Improvement, Teamwork",0.98,,
Lee Watts,25,Engineering,Junior Engineer,0,CAD Design,0.73,,
Kimberly Day,27,IT,IT Support,2,"Cloud Computing, Cybersecurity",0.72,,
Tracey Holt,52,Operations,Operations Manager,13,"Teamwork, Time Management, Risk Management, Process Improvement, Project Management",0.95,,
Casey Davidson,49,Engineering,Senior Engineer,7,"Electrical Engineering, Java, Systems Engineering, CAD Design",0.52,,
Andrew Wright,33,Engineering,Senior Engineer,7,"Java, CAD Design, Machine Learning, Electrical Engineering",0.57,,
Alan Montoya,27,Operations,Logistics Coordinator,2,"Risk Management, Teamwork",0.87,,
Robert Evans,27,Operations,Logistics Coordinator,1,Time Management,1.0,,
Kyle Serrano,42,Engineering,Senior Engineer,6,"Data Analysis, CAD Design, Electrical Engineering",0.91,,
Kimberly Hawkins,29,IT,IT Support,0,Networking,0.83,,
Dr. Daniel Park,48,Operations,Operations Manager,12,"Risk Management, Time Management, Teamwork, Data Analysis",0.6,,
Jennifer Martin,26,Logistics,Logistics Coordinator,2,"Supply Chain Management, Networking",0.75,,
Melissa Michael DDS,36,Operations,Operations Manager,7,"Risk Management, Process Improvement, Time Management, Data Analysis",0.67,,
Laura Harris,34,Engineering,Engineer,3,"Electrical Engineering, Data Analysis, Systems Engineering",0.99,,
Veronica Eaton,46,Operations,Operations Manager,7,"Project Management, Process Improvement, Data Analysis",0.71,,
Nicholas Terrell,42,Engineering,Senior Engineer,6,"Python, Java",0.89,,
Paula Williamson,38,Engineering,Engineer,3,"Machine Learning, Data Analysis, Python",0.58,,
Tanya Green,38,Engineering,Engineer,3,"CAD Design, Data Analysis",0.94,,
Chris Burke,42,Operations,Operations Manager,12,"Risk Management, Data Analysis, Teamwork, Project Management",0.96,,
Tamara Hurst,27,Logistics,Logistics Coordinator,1,"Networking, Warehouse Management",0.75,,
Shannon Simpson,29,Customer Service,Customer Service Executive,1,Communication,0.79,,
Rebecca Smith,25,Operations,Logistics Coordinator,1,"Project Management, Risk Management",0.61,,
Erica Frye,44,Operations,Operations Manager,12,"Time Management, Data Analysis, Teamwork, Project Management, Process Improvement",0.64,,
James Johnson,37,Operations,Operations Manager,7,"Project Management, Time Management, Risk Management, Process Improvement",0.91,,
Linda Gonzales,51,Operations,Operations Manager,11,"Teamwork, Process Improvement, Data Analysis, Risk Management, Time Management, Project Management",0.62,,
Darin Patton,47,Operations,Operations Manager,8,"Teamwork, Project Management, Process Improvement",0.55,,
James Wilson,38,Engineering,Engineer,4,"Python, Java",0.7,,
Cameron Schroeder,39,Logistics,Logistics Coordinator,4,"Networking, Warehouse Management, Supply Chain Management",0.74,,
Rachel Washington,25,Engineering,Junior Engineer,1,CAD Design,0.87,,
Sandra Reyes,25,Logistics,Logistics Coordinator,2,Warehouse Management,0.52,,
Laura Clayton,30,Operations,Operations Manager,7,"Teamwork, Data Analysis, Project Management",0.63,,
Mary Crawford,26,Engineering,Junior Engineer,0,Python,0.53,,
John Nelson,42,Engineering,Senior Engineer,9,"Data Analysis, Java, CAD Design, Python",0.64,,
Michael Smith,37,Logistics,Logistics Coordinator,4,"Networking, Supply Chain Management",0.77,,
Kristopher Patterson,40,Operations,Operations Manager,8,"Teamwork, Data Analysis, Risk Management",0.9,,
Bonnie Sherman,45,Operations,Operations Manager,8,"Risk Management, Teamwork, Process Improvement, Data Analysis",0.79,,
Tommy Shaw,34,Operations,Logistics Coordinator,4,"Project Management, Teamwork",0.89,,
Grant Bush,46,Operations,Operations Manager,10,"Risk Management, Data Analysis, Time Management, Teamwork, Process Improvement",0.76,,
Lawrence Spencer,46,Engineering,Senior Engineer,6,"Systems Engineering, Python",0.54,,
Edward Johnson,33,Operations,Logistics Coordinator,4,"Risk Management, Teamwork",0.67,,
Melinda Berry,30,Logistics,Logistics Coordinator,4,"Networking, Communication",0.57,,
Jeffrey Morris,41,Operations,Operations Manager,12,"Project Management, Data Analysis, Teamwork, Process Improvement, Time Management, Risk Management",0.79,,
Nicole Owens,28,Engineering,Junior Engineer,0,"Data Analysis, Electrical Engineering",0.53,,
Brendan Duran,29,Operations,Logistics Coordinator,2,"Project Management, Time Management",0.71,,
Hayley Bartlett,35,Engineering,Engineer,3,"Python, Systems Engineering",0.67,,
Jose Davis,31,Logistics,Logistics Coordinator,4,"Data Analysis, Communication, Inventory Management",0.83,,
Kimberly Martinez,35,Operations,Operations Manager,7,"Project Management, Data Analysis, Risk Management, Teamwork",0.99,,
Bryan Hanson,26,Customer Service,Customer Service Executive,2,Customer Relationship Management,0.89,,
Kenneth Morrison,49,Operations,Operations Manager,8,"Data Analysis, Project Management, Process Improvement, Teamwork",0.72,,
Jason Freeman,27,Engineering,Junior Engineer,0,Systems Engineering,0.57,,
Gina Lynn,35,Engineering,Engineer,5,"Systems Engineering, Machine Learning, Python",0.61,,
Andrew Stewart,38,Engineering,Senior Engineer,7,"Java, Machine Learning, Python",0.71,,
Madeline Tanner DDS,26,Customer Service,Customer Service Executive,1,Customer Relationship Management,0.55,,
Zachary Bauer,25,IT,IT Support,1,Communication,0.57,,
Elizabeth Carter,39,Engineering,Senior Engineer,7,"Electrical Engineering, Machine Learning, Java, Data Analysis",0.98,,
Brittany Padilla,28,IT,IT Support,2,Cybersecurity,0.99,,
Michelle Silva,47,Operations,Operations Manager,10,"Project Management, Data Analysis, Risk Management, Teamwork",0.66,,
Rhonda Sexton,34,Engineering,Engineer,3,"Systems Engineering, Electrical Engineering, CAD Design",0.82,,
Robert Byrd,28,IT,IT Support,1,"Networking, Cloud Computing",0.94,,
Shelia Rivera,40,Engineering,Senior Engineer,6,"Java, Systems Engineering, Electrical Engineering",0.92,,
Laura Brown,30,Customer Service,Customer Service Executive,3,"Conflict Resolution, Problem Solving, Customer Relationship Management",0.53,,
Mackenzie Collins,25,Logistics,Logistics Coordinator,1,Supply Chain Management,0.87,,
Mark Robinson,25,Logistics,Logistics Coordinator,1,"Warehouse Management, Inventory Management",0.84,,
Jeff Luna,28,Engineering,Junior Engineer,2,"Java, Python",0.59,,
Jennifer Dougherty,28,Operations,Logistics Coordinator,2,"Project Management, Time Management",0.61,,
Crystal Gonzalez,40,Operations,Operations Manager,10,"Teamwork, Time Management, Project Management, Data Analysis",0.57,,
Carla Carr,36,Engineering,Engineer,4,"Python, Java, CAD Design",0.68,,
Laura Sloan,26,Engineering,Junior Engineer,1,Java,0.97,,
Emily Hughes,39,Engineering,Engineer,4,"Python, Machine Learning, Java",0.84,,
Gabriel Bennett,25,IT,IT Support,1,Cybersecurity,0.96,,
Mitchell Robertson,38,Engineering,Engineer,4,"Data Analysis, Java, Python",0.66,,
Amber Perez,32,Engineering,Senior Engineer,7,"Java, Electrical Engineering, Python",0.57,,
David Conrad,49,Operations,Operations Manager,8,"Teamwork, Process Improvement, Data Analysis, Risk Management",0.61,,
Melissa Spencer,38,Engineering,Engineer,3,"Data Analysis, Electrical Engineering, Java",0.64,,
Patrick Cherry,31,Operations,Operations Manager,7,"Teamwork, Risk Management, Project Management, Process Improvement",0.54,,
James Holt,25,Logistics,Logistics Coordinator,2,Data Analysis,0.64,,
John Watson,26,IT,IT Support,0,"Networking, Java",0.55,,
Kelly Cherry,27,Customer Service,Customer Service Executive,1,"Teamwork, Customer Relationship Management",0.94,,
Austin Shepherd MD,34,Operations,Logistics Coordinator,4,"Teamwork, Time Management, Data Analysis",0.55,,
James Johnson,36,Engineering,Senior Engineer,6,"Machine Learning, Systems Engineering",0.52,,
Jason Rios,49,Operations,Operations Manager,9,"Teamwork, Data Analysis, Time Management, Risk Management",0.58,,
Shelby Banks,33,Operations,Operations Manager,7,"Risk Management, Project Management, Process Improvement",0.86,,
Kelly Fowler,47,Engineering,Senior Engineer,8,"Machine Learning, Java, Systems Engineering, Data Analysis",0.8,,
Gabrielle Brown,35,Customer Service,Customer Service Executive,3,"Customer Relationship Management, Teamwork",0.98,,
Hannah Willis,35,Operations,Operations Manager,7,"Time Management, Process Improvement, Project Management, Data Analysis",0.57,,
Susan Simmons,54,Operations,Operations Manager,14,"Process Improvement, Data Analysis, Teamwork, Risk Management",0.71,,
Diane Duncan,42,Engineering,Senior Engineer,7,"Systems Engineering, Machine Learning, Python",0.9,,
Scott Richardson,28,Logistics,Logistics Coordinator,1,"Data Analysis, Communication",0.66,,
Cody Salinas,32,Engineering,Engineer,3,"CAD Design, Systems Engineering, Data Analysis",0.87,,
David White,27,Engineering,Junior Engineer,1,Java,0.74,,
Timothy Williams,43,Operations,Operations Manager,7,"Time Management, Teamwork, Risk Management",0.97,,
Curtis Myers,33,Logistics,Logistics Coordinator,4,"Inventory Management, Networking, Communication",0.66,,
Jessica Woods,28,Engineering,Junior Engineer,1,"Systems Engineering, Machine Learning",0.64,,
Mr. Gerald Key,49,Operations,Operations Manager,7,"Project Management, Risk Management, Data Analysis, Process Improvement",0.61,,
Gregory Harris,32,Operations,Operations Manager,7,"Teamwork, Data Analysis, Time Management",0.68,,
Shannon Manning,32,Operations,Logistics Coordinator,4,"Risk Management, Teamwork",0.99,,
Miguel Jackson,43,Operations,Operations Manager,11,"Data Analysis, Process Improvement, Risk Management, Time Management, Project Management",0.99,,
Ashley Swanson,39,Logistics,Logistics Coordinator,4,"Data Analysis, Communication, Inventory Management",0.52,,
Alex Mclean,29,Operations,Logistics Coordinator,2,"Time Management, Project Management",0.8,,
Douglas Diaz,34,Customer Service,Customer Service Executive,3,"Customer Relationship Management, Conflict Resolution, Communication",0.55,,
Tara Keller,29,Logistics,Logistics Coordinator,2,"Communication, Data Analysis",0.5,,
Alicia Hawkins,41,Operations,Operations Manager,9,"Project Management, Risk Management, Teamwork, Data Analysis",0.78,,
David Fuentes,26,Customer Service,Customer Service Executive,0,Customer Relationship Management,0.99,,
Lucas Mills,26,Customer Service,Customer Service Executive,0,Problem Solving,0.54,,
Raymond Thomas,35,Engineering,Engineer,4,"Python, CAD Design",0.9,,
