Name,Age,Department,Role,Years_of_Experience,Skillset,Project_Success_Rate,Mentor,Mentee
Bryan Johnson,25,IT,IT Support,2,Networking,0.66,,
Michele Combs,53,Operations,Operations Manager,12,"Time Management, Risk Management, Project Management, Process Improvement, Data Analysis, Teamwork",0.76,,
Andrea Cook,28,IT,IT Support,2,System Administration,0.55,,
Jennifer Russell,35,Logistics,Logistics Coordinator,3,"Supply Chain Management, Data Analysis, Networking",0.65,,
John Brennan,27,Customer Service,Customer Service Executive,0,"Customer Relationship Management, Problem Solving",0.93,,
Alisha Reeves,26,IT,IT Support,0,"Python, Cloud Computing",0.54,,
Jason Oconnor,34,Engineering,Engineer,4,"Systems Engineering, Data Analysis, CAD Design",0.58,,
Daniel Martinez,40,Engineering,Senior Engineer,7,"Python, Systems Engineering, Data Analysis",0.84,,
Martin Thomas,42,Engineering,Senior Engineer,9,"Machine Learning, Java, Systems Engineering, Data Analysis",0.94,,
Tommy Johnson,45,Engineering,Senior Engineer,8,"Data Analysis, Java, Python, CAD Design",0.81,,
Sarah Kline,29,Operations,Logistics Coordinator,2,"Data Analysis, Risk Management",0.76,,
Leah Jenkins,28,Engineering,Junior Engineer,2,Java,0.8,,
Anita Hoffman,29,IT,IT Support,0,Python,0.97,,
Kimberly Gonzalez,39,Operations,Logistics Coordinator,3,"Process Improvement, Data Analysis",0.98,,
James Foster,37,Logistics,Logistics Coordinator,4,"Networking, Communication, Warehouse Management",0.63,,
Anthony Harrington,38,Operations,Logistics Coordinator,3,"Project Management, Process Improvement, Time Management",0.97,,
Rebecca Cooper,32,Engineering,Engineer,4,"Electrical Engineering, Python, Data Analysis",0.9,,
Elizabeth Galloway,29,Operations,Logistics Coordinator,2,"Project Management, Teamwork",0.55,,
Sara Strickland,41,Operations,Operations Manager,10,"Teamwork, Time Management, Risk Management, Data Analysis",0.64,,
Catherine Bean,37,Engineering,Senior Engineer,6,"Data Analysis, CAD Design",0.73,,
Christopher Mann,38,Engineering,Senior Engineer,6,"Data Analysis, Machine Learning, CAD Design",0.8,,
Traci Hawkins,37,Logistics,Logistics Coordinator,4,"Warehouse Management, Supply Chain Management",0.91,,
Lisa Lowery,47,Operations,Operations Manager,8,"Data Analysis, Process Improvement, Project Management, Teamwork",0.53,,
Ricky Mcgee,28,Engineering,Junior Engineer,0,Systems Engineering,1.0,,
Tammy Stone,29,IT,IT Support,0,"Cybersecurity, Java",0.95,,
Jeremy Solomon,39,Operations,Operations Manager,7,"Risk Management, Data Analysis, Time Management, Process Improvement",0.8,,
Paula White,46,Engineering,Senior Engineer,8,"Machine Learning, Systems Engineering, Electrical Engineering, Java",0.85,,
Brittany Morales,48,Engineering,Senior Engineer,6,"CAD Design, Machine Learning",0.59,,
Jessica Cook,28,Engineering,Junior Engineer,0,"Systems Engineering, Machine Learning",0.91,,
Michelle Rodriguez,29,IT,IT Support,0,Python,0.8,,
Matthew Patel,28,Operations,Logistics Coordinator,2,Process Improvement,0.53,,
Lucas Valentine,26,IT,IT Support,1,"Cloud Computing, Python",0.66,,
Henry Baker,49,Operations,Operations Manager,9,"Data Analysis, Project Management, Risk Management, Teamwork",0.66,,
Mark Johnson,33,Operations,Logistics Coordinator,3,"Data Analysis, Time Management, Project Management",0.62,,
Larry Townsend,38,Engineering,Engineer,4,"Systems Engineering, Data Analysis",0.83,,
Joanne Hendricks,48,Operations,Operations Manager,11,"Time Management, Process Improvement, Teamwork, Risk Management",1.0,,
Shannon Dominguez,28,Logistics,Logistics Coordinator,1,Data Analysis,0.99,,
Shane Craig,39,Engineering,Senior Engineer,6,"Electrical Engineering, Python",0.79,,
Adam Allen,28,Customer Service,Customer Service Executive,1,"Problem Solving, Communication",0.78,,
William Ramirez,27,IT,IT Support,1,Python,0.64,,
Elizabeth Hernandez,29,Customer Service,Customer Service Executive,0,"Conflict Resolution, Customer Relationship Management",0.61,,
Lisa Haynes,31,Operations,Logistics Coordinator,3,"Process Improvement, Time Management",0.81,,
Michael Patton,28,Operations,Logistics Coordinator,2,"Process Improvement, Risk Management",0.77,,
Peter White,28,IT,IT Support,1,Cloud Computing,0.59,,
Kathleen Hayes,32,Engineering,Engineer,3,"Java, Data Analysis, Electrical Engineering",0.66,,
Ashley Martinez,27,IT,IT Support,0,Cloud Computing,0.89,,
Michelle Hall,35,Engineering,Engineer,5,"Java, Python",0.58,,
Brooke Hodge,31,Engineering,Engineer,3,"Python, Electrical Engineering",0.79,,
Michele Lopez,40,Operations,Operations Manager,8,"Project Management, Teamwork, Data Analysis",0.86,,
Julie Thomas,51,Operations,Operations Manager,14,"Data Analysis, Risk Management, Teamwork, Project Management, Time Management, Process Improvement",0.85,,
Justin Trevino,25,IT,IT Support,2,"Communication, Cybersecurity",0.57,,
Jonathan Ortega,26,Logistics,Logistics Coordinator,1,Inventory Management,0.63,,
Randall Mcdonald,29,Operations,Logistics Coordinator,2,"Time Management, Data Analysis",0.89,,
Amy Cantu,36,Engineering,Engineer,4,"Data Analysis, Electrical Engineering",0.69,,
William Gross,29,IT,IT Support,1,"Python, Networking",0.71,,
Matthew Calhoun,39,Engineering,Engineer,4,"Python, Electrical Engineering",0.96,,
Megan Lopez,36,Logistics,Logistics Coordinator,4,"Communication, Inventory Management",0.73,,
Cindy Meyers,36,Engineering,Senior Engineer,7,"Electrical Engineering, Data Analysis, Python",0.89,,
Stephen Wilson,28,Engineering,Junior Engineer,2,CAD Design,0.71,,
Ryan Ellis,29,Engineering,Junior Engineer,1,Java,0.63,,
Daniel Roberts,33,Engineering,Senior Engineer,7,"CAD Design, Java, Electrical Engineering, Python",0.87,,
Sherri Norris,33,Engineering,Engineer,3,"Python, Systems Engineering, Java",0.63,,
James Valdez,31,Engineering,Senior Engineer,7,"Machine Learning, Electrical Engineering, Data Analysis, Java",0.87,,
Samuel Morris,31,Engineering,Senior Engineer,7,"Java, Electrical Engineering, CAD Design, Machine Learning",0.85,,
Laura Phillips,52,Operations,Operations Manager,13,"Teamwork, Time Management, Data Analysis, Process Improvement",0.72,,
Colton Andrade,45,Operations,Operations Manager,7,"Data Analysis, Time Management, Risk Management, Teamwork",0.58,,
Nancy Sheppard,28,Engineering,Junior Engineer,2,Java,0.55,,
Daniel Jones,37,Logistics,Logistics Coordinator,4,"Supply Chain Management, Warehouse Management",0.81,,
Hayley Johnson,41,Engineering,Senior Engineer,9,"Python, Data Analysis, Java",0.92,,
Jason Whitaker,48,Engineering,Senior Engineer,9,"Electrical Engineering, CAD Design, Data Analysis, Python",0.74,,
Natalie Hill,25,Logistics,Logistics Coordinator,1,Networking,1.0,,
Ashley Mitchell,55,Operations,Operations Manager,12,"Risk Management, Teamwork, Data Analysis, Process Improvement, Project Management",0.67,,
Bethany Hines,46,Operations,Operations Manager,7,"Process Improvement, Time Management, Project Management, Risk Management",0.65,,
Kyle Ross,40,Engineering,Senior Engineer,9,"Systems Engineering, CAD Design, Electrical Engineering, Machine Learning",0.8,,
Kathleen Mckinney,32,Engineering,Engineer,3,"Python, CAD Design",0.63,,
Jessica Hines,29,Logistics,Logistics Coordinator,2,"Networking, Inventory Management",0.98,,
Mr. Guy Kerr,29,Customer Service,Customer Service Executive,1,Communication,0.82,,
Loretta Chavez,46,Engineering,Senior Engineer,6,"Java, Python",0.55,,
Travis Klein,27,Engineering,Junior Engineer,0,Electrical Engineering,0.51,,
Jessica Roberts,26,Logistics,Logistics Coordinator,1,Inventory Management,0.97,,
Matthew Hunter,26,Engineering,Junior Engineer,0,CAD Design,0.67,,
Samantha Hays,35,Engineering,Engineer,4,"Machine Learning, CAD Design",0.59,,
Dominique Carr,55,Operations,Operations Manager,12,"Teamwork, Risk Management, Time Management, Process Improvement, Data Analysis, Project Management",0.77,,
Dr. Tara Cain,25,Operations,Logistics Coordinator,2,Risk Management,0.68,,
Jonathan Riley,43,Engineering,Senior Engineer,7,"Machine Learning, Systems Engineering, Python, CAD Design",0.6,,
Paula Pearson,44,Operations,Operations Manager,8,"Data Analysis, Time Management, Teamwork",0.8,,
Joshua Nguyen,27,Customer Service,Customer Service Executive,2,Teamwork,0.65,,
Robin Monroe,26,Customer Service,Customer Service Executive,0,Problem Solving,0.62,,
William Paul,36,Engineering,Engineer,3,"CAD Design, Electrical Engineering, Data Analysis",0.8,,
Dawn Martinez,30,Engineering,Engineer,4,"Java, Data Analysis, Machine Learning",0.56,,
Tanya Mcguire,43,Operations,Operations Manager,7,"Teamwork, Data Analysis, Risk Management",0.82,,
Kevin Jones,38,Engineering,Senior Engineer,7,"Data Analysis, Java, CAD Design",0.96,,
Richard Bird,29,Engineering,Junior Engineer,2,Systems Engineering,0.65,,
Courtney King,28,IT,IT Support,1,Communication,0.92,,
Dr. Joseph Ortiz Jr.,33,Operations,Logistics Coordinator,4,"Project Management, Risk Management",0.65,,
Casey Avery,33,Engineering,Senior Engineer,7,"Data Analysis, Python, Systems Engineering",0.56,,
Kelly Phillips,25,IT,IT Support,0,"Cloud Computing, Communication",0.97,,
Brian Davila,34,Operations,Logistics Coordinator,3,"Data Analysis, Time Management",0.77,,
Denise Jackson,29,Engineering,Junior Engineer,2,"Java, Electrical Engineering",0.83,,
Matthew Davis MD,26,Customer Service,Customer Service Executive,0,Communication,0.89,,
Keith Walker,27,Logistics,Logistics Coordinator,2,"Networking, Supply Chain Management",0.69,,
Jason Smith,30,Operations,Logistics Coordinator,3,"Data Analysis, Teamwork",0.91,,
Kelsey Phillips,40,Engineering,Senior Engineer,8,"Data Analysis, Systems Engineering, Electrical Engineering",0.57,,
Elizabeth Moore,26,Operations,Logistics Coordinator,2,"Risk Management, Time Management",0.69,,
Rebecca Higgins,26,Engineering,Junior Engineer,0,Data Analysis,0.89,,
Paul Baker,44,Operations,Operations Manager,12,"Teamwork, Project Management, Time Management, Process Improvement, Risk Management, Data Analysis",0.76,,
Ryan Smith,40,Engineering,Senior Engineer,9,"CAD Design, Python, Systems Engineering",0.6,,
Craig Howard,25,Customer Service,Customer Service Executive,0,Customer Relationship Management,0.78,,
Carlos Vega,53,Operations,Operations Manager,11,"Project Management, Risk Management, Teamwork, Time Management, Process Improvement",0.85,,
Kelly Allen,27,Customer Service,Customer Service Executive,1,"Customer Relationship Management, Communication",0.51,,
Corey Cruz,33,Engineering,Senior Engineer,7,"Systems Engineering, Electrical Engineering, Data Analysis",0.7,,
Jason Roberts,26,Operations,Logistics Coordinator,1,"Teamwork, Risk Management",0.74,,
Jonathon Evans,27,Operations,Logistics Coordinator,1,"Data Analysis, Time Management",0.7,,
Franklin Ryan,25,Operations,Logistics Coordinator,1,Teamwork,0.79,,
Garrett Weaver,27,Operations,Logistics Coordinator,2,"Risk Management, Project Management",0.53,,
Claire Thomas,31,Logistics,Logistics Coordinator,3,"Inventory Management, Supply Chain Management, Warehouse Management",0.82,,
Harry Pineda,30,Engineering,Senior Engineer,7,"Data Analysis, Machine Learning, Python",0.8,,
Edward Perez,26,Operations,Logistics Coordinator,1,Process Improvement,0.91,,
Jessica Rosario,39,Engineering,Engineer,3,"CAD Design, Java, Data Analysis",0.86,,
Jason Shelton,28,Operations,Logistics Coordinator,1,"Risk Management, Project Management",0.73,,
Thomas Benson,35,Operations,Operations Manager,7,"Project Management, Teamwork, Time Management, Process Improvement",0.9,,
Cheryl Garcia,44,Engineering,Senior Engineer,6,"Systems Engineering, Java, Data Analysis",0.8,,
Donald Alexander,28,Engineering,Junior Engineer,2,Systems Engineering,0.56,,
Robert Brown,47,Engineering,Senior Engineer,6,"Electrical Engineering, Data Analysis, Python",0.66,,
Janet Roberts,25,Logistics,Logistics Coordinator,1,"Inventory Management, Communication",0.74,,
Brandon Alvarado,27,Logistics,Logistics Coordinator,2,"Warehouse Management, Networking",0.52,,
Lucas Boone,33,Operations,Logistics Coordinator,4,"Risk Management, Data Analysis, Teamwork",0.61,,
Alicia Walker,30,Customer Service,Customer Service Executive,3,"Customer Relationship Management, Teamwork, Conflict Resolution",0.64,,
Derek Jones,29,Logistics,Logistics Coordinator,2,"Data Analysis, Inventory Management",0.81,,
Brandon Bradley,39,Engineering,Engineer,5,"Systems Engineering, Electrical Engineering",0.99,,
James Spencer,28,Operations,Logistics Coordinator,2,"Time Management, Data Analysis",0.99,,
Thomas Mason,37,Customer Service,Customer Service Executive,3,"Communication, Customer Relationship Management, Problem Solving",0.5,,
Daniel Randolph,28,Customer Service,Customer Service Executive,1,"Communication, Problem Solving",0.92,,
Cody Willis,33,Customer Service,Customer Service Executive,3,"Customer Relationship Management, Communication, Teamwork",0.68,,
Monique Lee,33,Engineering,Senior Engineer,6,"Systems Engineering, CAD Design, Python",0.59,,
Amy Adams,51,Operations,Operations Manager,12,"Process Improvement, Project Management, Teamwork, Time Management",0.98,,
Erin Robinson,32,Engineering,Engineer,5,"Python, Data Analysis",0.81,,
Kimberly Gomez,49,Operations,Operations Manager,7,"Data Analysis, Process Improvement, Risk Management",0.85,,
Mark Gibson,45,Engineering,Senior Engineer,9,"Electrical Engineering, CAD Design, Python",0.96,,
Jesse Mckay,44,Operations,Operations Manager,12,"Time Management, Data Analysis, Process Improvement, Risk Management, Project Management, Teamwork",0.94,,
Cassandra Smith,27,Logistics,Logistics Coordinator,1,"Communication, Warehouse Management",0.96,,
Amanda Jackson,43,Engineering,Senior Engineer,6,"Electrical Engineering, Machine Learning",0.91,,
Linda Thompson,38,Engineering,Engineer,5,"Data Analysis, CAD Design, Python",0.67,,
Christine Hernandez,40,Engineering,Senior Engineer,7,"Data Analysis, Systems Engineering, Machine Learning, Java",0.94,,
Emily Ayala,30,Engineering,Senior Engineer,6,"Electrical Engineering, CAD Design",0.64,,
Nicole Norton,55,Operations,Operations Manager,12,"Time Management, Risk Management, Process Improvement, Project Management, Teamwork, Data Analysis",0.73,,
Taylor Wright,51,Operations,Operations Manager,12,"Teamwork, Data Analysis, Process Improvement, Time Management, Project Management, Risk Management",0.56,,
Patrick Welch,54,Operations,Operations Manager,11,"Data Analysis, Project Management, Teamwork, Process Improvement",0.72,,
Sarah Shaw,42,Engineering,Senior Engineer,6,"Data Analysis, Electrical Engineering, Systems Engineering",0.84,,
Joe Jordan,33,Logistics,Logistics Coordinator,3,"Networking, Supply Chain Management",0.6,,
Jennifer Woodard,25,Engineering,Junior Engineer,2,"Systems Engineering, CAD Design",0.62,,
Luis Cummings,42,Operations,Operations Manager,11,"Teamwork, Risk Management, Data Analysis, Time Management",0.59,,
Vincent Alexander,29,Engineering,Junior Engineer,0,"CAD Design, Electrical Engineering",0.78,,
Jeffrey Villa,35,Operations,Logistics Coordinator,4,"Teamwork, Risk Management, Time Management",0.66,,
Lindsey Gallagher,28,Engineering,Junior Engineer,0,Java,0.55,,
Kimberly Hubbard,48,Engineering,Senior Engineer,6,"Java, Data Analysis",0.7,,
Kayla Carpenter,48,Operations,Operations Manager,12,"Risk Management, Teamwork, Data Analysis, Project Management",0.93,,
Cindy Brown,37,Operations,Logistics Coordinator,3,"Data Analysis, Project Management",0.84,,
Michael Garrett Jr.,36,Operations,Operations Manager,7,"Time Management, Project Management, Process Improvement, Risk Management",0.77,,
Anthony Hamilton,28,IT,IT Support,2,"Communication, Python",0.83,,
Jessica Horton,27,Logistics,Logistics Coordinator,2,Communication,0.74,,
Christopher Perez,32,Customer Service,Customer Service Executive,3,"Customer Relationship Management, Communication, Problem Solving",0.86,,
Rick Williams,29,Engineering,Junior Engineer,2,"Electrical Engineering, Java",0.74,,
Eileen Jones,44,Operations,Operations Manager,9,"Teamwork, Risk Management, Project Management, Process Improvement",0.93,,
Paul Barajas,35,Operations,Operations Manager,7,"Teamwork, Risk Management, Data Analysis",0.73,,
Justin Sullivan,30,Engineering,Engineer,5,"Electrical Engineering, Machine Learning, Data Analysis",1.0,,
Henry Hughes,51,Operations,Operations Manager,11,"Process Improvement, Project Management, Time Management, Teamwork",0.55,,
